
time,npos,epos,alt,phi,theta,psi,vel,alpha,beta,p,q,r,nx,ny,nz,mach,qbar,ps,thrust,ele,ail,rud

 0.00000, 0.00000, 0.00000,10000.00000, 0.00000, 4.28320, 0.00000,400.00000, 4.28320, 0.00000, 0.00000, 0.00000, 0.00000,1514.49076,-2.20883,-0.09212, 0.23133, 6.48590, 1.00000,1514.49076,-2.20883,-0.09212, 0.23133,
 0.10000, 0.00000, 0.00000,10000.00000, 0.00000, 4.28320, 0.00000,400.00000, 4.28320, 0.00000, 0.00000, 0.00000, 0.00000,1514.49076,-2.20883,-0.09212, 0.23133, 6.48590, 1.00000,1514.49076,-2.20883,-0.09212, 0.23133,
 0.20000, 0.00000, 0.00000,10000.00000, 0.00000, 4.28320, 0.00000,400.00000, 4.28320, 0.00000, 0.00000, 0.00000, 0.00000,1514.49076,-2.20883,-0.09212, 0.23133, 6.48590, 1.00000,1514.49076,-2.20883,-0.09212, 0.23133,
 0.30000, 0.00000, 0.00000,10000.00000, 0.00000, 4.28320, 0.00000,400.00000, 4.28320, 0.00000, 0.00000, 0.00000, 0.00000,1514.49076,-2.20883,-0.09212, 0.23133, 6.48590, 1.00000,1514.49076,-2.20883,-0.09212, 0.23133,
 0.40000, 0.00000, 0.00000,10000.00000, 0.00000, 4.28320, 0.00000,400.00000, 4.28320, 0.00000, 0.00000, 0.00000, 0.00000,1514.49076,-2.20883,-0.09212, 0.23133, 6.48590, 1.00000,1514.49076,-2.20883,-0.09212, 0.23133,
 0.50000, 0.00000, 0.00000,10000.00000, 0.00000, 4.28320, 0.00000,400.00000, 4.28320, 0.00000, 0.00000, 0.00000, 0.00000,1514.49076,-2.20883,-0.09212, 0.23133, 6.48590, 1.00000,1514.49076,-2.20883,-0.09212, 0.23133,
 0.60000, 0.00000, 0.00000,10000.00000, 0.00000, 4.28320, 0.00000,400.00000, 4.28320, 0.00000, 0.00000, 0.00000, 0.00000,1514.49076,-2.20883,-0.09212, 0.23133, 6.48590, 1.00000,1514.49076,-2.20883,-0.09212, 0.23133,
 0.70000, 0.00000, 0.00000,10000.00000, 0.00000, 4.28320, 0.00000,400.00000, 4.28320, 0.00000, 0.00000, 0.00000, 0.00000,1514.49076,-2.20883,-0.09212, 0.23133, 6.48590, 1.00000,1514.49076,-2.20883,-0.09212, 0.23133,
 0.80000, 0.00000, 0.00000,10000.00000, 0.00000, 4.28320, 0.00000,400.00000, 4.28320, 0.00000, 0.00000, 0.00000, 0.00000,1514.49076,-2.20883,-0.09212, 0.23133, 6.48590, 1.00000,1514.49076,-2.20883,-0.09212, 0.23133,
 0.90000, 0.00000, 0.00000,10000.00000, 0.00000, 4.28320, 0.00000,400.00000, 4.28320, 0.00000, 0.00000, 0.00000, 0.00000,1514.49076,-2.20883,-0.09212, 0.23133, 6.48590, 1.00000,1514.49076,-2.20883,-0.09212, 0.23133,
